pollster,numeric_grade,pollscore,state,end_date,candidate_name,sample_size,pct
Emerson,2.9,-1.1,New Hampshire,11/13/23,Donald Trump,917,42.5
Emerson,2.9,-1.1,New Hampshire,11/13/23,Joe Biden,917,38.6
Emerson,2.9,-1.1,New Hampshire,11/13/23,Nikki Haley,917,44.7
Emerson,2.9,-1.1,New Hampshire,11/13/23,Joe Biden,917,45.8
Emerson,2.9,-1.1,New Hampshire,11/13/23,Ron DeSantis,917,37.5
Emerson,2.9,-1.1,Ohio,11/13/23,Joe Biden,1000,38.3
Emerson,2.9,-1.1,Ohio,11/13/23,Donald Trump,1000,50
Emerson,2.9,-1.1,Ohio,11/13/23,Joe Biden,1000,31.3
Emerson,2.9,-1.1,Ohio,11/13/23,Donald Trump,1000,44.9
Emerson,2.9,-1.1,Ohio,11/13/23,Robert F. Kennedy,1000,7.9
Emerson,2.9,-1.1,Ohio,11/13/23,Cornel West,1000,1.2
Emerson,2.9,-1.1,Ohio,11/13/23,Jill Stein,1000,1.8
Siena,2.7,-0.8,Tennessee,11/10/23,Joe Biden,805,20
Siena,2.7,-0.8,Tennessee,11/10/23,Donald Trump,805,49
Morning Consult,1.9,-0.3,Arizona,11/7/23,Joe Biden,800,42
Morning Consult,1.9,-0.3,Arizona,11/7/23,Donald Trump,800,46
Morning Consult,1.9,-0.3,Arizona,11/7/23,Joe Biden,800,36
Morning Consult,1.9,-0.3,Arizona,11/7/23,Donald Trump,800,40
Morning Consult,1.9,-0.3,Arizona,11/7/23,Robert F. Kennedy,800,11
Morning Consult,1.9,-0.3,Arizona,11/7/23,Cornel West,800,1
Morning Consult,1.9,-0.3,Georgia,11/7/23,Joe Biden,803,41
Morning Consult,1.9,-0.3,Georgia,11/7/23,Donald Trump,803,48
Morning Consult,1.9,-0.3,Georgia,11/7/23,Joe Biden,803,34
Morning Consult,1.9,-0.3,Georgia,11/7/23,Donald Trump,803,43
Morning Consult,1.9,-0.3,Georgia,11/7/23,Robert F. Kennedy,803,10
Morning Consult,1.9,-0.3,Georgia,11/7/23,Cornel West,803,1
Morning Consult,1.9,-0.3,Michigan,11/7/23,Joe Biden,700,43
Morning Consult,1.9,-0.3,Michigan,11/7/23,Donald Trump,700,43
Morning Consult,1.9,-0.3,Michigan,11/7/23,Joe Biden,700,38
Morning Consult,1.9,-0.3,Michigan,11/7/23,Donald Trump,700,37
Morning Consult,1.9,-0.3,Michigan,11/7/23,Robert F. Kennedy,700,10
Morning Consult,1.9,-0.3,Michigan,11/7/23,Cornel West,700,2
Morning Consult,1.9,-0.3,Nevada,11/7/23,Joe Biden,437,43
Morning Consult,1.9,-0.3,Nevada,11/7/23,Donald Trump,437,46
Morning Consult,1.9,-0.3,Nevada,11/7/23,Joe Biden,437,35
Morning Consult,1.9,-0.3,Nevada,11/7/23,Donald Trump,437,39
Morning Consult,1.9,-0.3,Nevada,11/7/23,Robert F. Kennedy,437,11
Morning Consult,1.9,-0.3,Nevada,11/7/23,Cornel West,437,1
Morning Consult,1.9,-0.3,North Carolina,11/7/23,Joe Biden,702,39
Morning Consult,1.9,-0.3,North Carolina,11/7/23,Donald Trump,702,48
Morning Consult,1.9,-0.3,North Carolina,11/7/23,Joe Biden,702,33
Morning Consult,1.9,-0.3,North Carolina,11/7/23,Donald Trump,702,42
Morning Consult,1.9,-0.3,North Carolina,11/7/23,Robert F. Kennedy,702,9
Morning Consult,1.9,-0.3,North Carolina,11/7/23,Cornel West,702,2
Morning Consult,1.9,-0.3,Pennsylvania,11/7/23,Joe Biden,805,44
Morning Consult,1.9,-0.3,Pennsylvania,11/7/23,Donald Trump,805,47
Morning Consult,1.9,-0.3,Pennsylvania,11/7/23,Joe Biden,805,38
Morning Consult,1.9,-0.3,Pennsylvania,11/7/23,Donald Trump,805,41
Morning Consult,1.9,-0.3,Pennsylvania,11/7/23,Robert F. Kennedy,805,8
Morning Consult,1.9,-0.3,Pennsylvania,11/7/23,Cornel West,805,1
Morning Consult,1.9,-0.3,Wisconsin,11/7/23,Joe Biden,675,46
Morning Consult,1.9,-0.3,Wisconsin,11/7/23,Donald Trump,675,47
Morning Consult,1.9,-0.3,Wisconsin,11/7/23,Joe Biden,675,36
Morning Consult,1.9,-0.3,Wisconsin,11/7/23,Donald Trump,675,38
Morning Consult,1.9,-0.3,Wisconsin,11/7/23,Robert F. Kennedy,675,13
Morning Consult,1.9,-0.3,Wisconsin,11/7/23,Cornel West,675,2
Meredith College,1.6,0.3,North Carolina,11/5/23,Joe Biden,755,40
Meredith College,1.6,0.3,North Carolina,11/5/23,Donald Trump,755,39
Emerson,2.9,-1.1,Michigan,11/4/23,Joe Biden,1000,42.6
Emerson,2.9,-1.1,Michigan,11/4/23,Donald Trump,1000,41
Emerson,2.9,-1.1,Michigan,11/4/23,Joe Biden,788,44.4
Emerson,2.9,-1.1,Michigan,11/4/23,Donald Trump,788,43
Emerson,2.9,-1.1,Pennsylvania,11/4/23,Joe Biden,1000,43.2
Emerson,2.9,-1.1,Pennsylvania,11/4/23,Donald Trump,1000,46.4
Emerson,2.9,-1.1,Pennsylvania,11/4/23,Joe Biden,816,45.2
Emerson,2.9,-1.1,Pennsylvania,11/4/23,Donald Trump,816,49.1
Emerson,2.9,-1.1,Georgia,11/4/23,Joe Biden,1000,39.7
Emerson,2.9,-1.1,Georgia,11/4/23,Donald Trump,1000,46.9
Emerson,2.9,-1.1,Georgia,11/4/23,Joe Biden,780,41.4
Emerson,2.9,-1.1,Georgia,11/4/23,Donald Trump,780,49.1
Emerson,2.9,-1.1,Wisconsin,11/4/23,Joe Biden,1000,42.6
Emerson,2.9,-1.1,Wisconsin,11/4/23,Donald Trump,1000,43.8
Emerson,2.9,-1.1,Wisconsin,11/4/23,Joe Biden,819,45
Emerson,2.9,-1.1,Wisconsin,11/4/23,Donald Trump,819,45.2
Emerson,2.9,-1.1,Arizona,11/4/23,Joe Biden,1000,40.6
Emerson,2.9,-1.1,Arizona,11/4/23,Donald Trump,1000,42.8
Emerson,2.9,-1.1,Arizona,11/4/23,Joe Biden,778,43.7
Emerson,2.9,-1.1,Arizona,11/4/23,Donald Trump,778,45.5
Emerson,2.9,-1.1,Nevada,11/4/23,Joe Biden,1000,39.4
Emerson,2.9,-1.1,Nevada,11/4/23,Donald Trump,1000,46.2
Emerson,2.9,-1.1,Nevada,11/4/23,Joe Biden,770,44.2
Emerson,2.9,-1.1,Nevada,11/4/23,Donald Trump,770,47.3
Elway,1.9,-0.2,Other,11/3/23,Joe Biden,403,39
Elway,1.9,-0.2,Other,11/3/23,Donald Trump,403,29
Elway,1.9,-0.2,Other,11/3/23,Joe Biden,403,37
Elway,1.9,-0.2,Other,11/3/23,Donald Trump,403,25
Elway,1.9,-0.2,Other,11/3/23,Robert F. Kennedy,403,9
Elway,1.9,-0.2,Other,11/3/23,Cornel West,403,3
U. Georgia SPIA,2.2,-0.2,Georgia,11/3/23,Joe Biden,1002,43.5
U. Georgia SPIA,2.2,-0.2,Georgia,11/3/23,Donald Trump,1002,45.4
U. Georgia SPIA,2.2,-0.2,Georgia,11/3/23,Joe Biden,1002,43.4
U. Georgia SPIA,2.2,-0.2,Georgia,11/3/23,Ron DeSantis,1002,41.8
U. Georgia SPIA,2.2,-0.2,Georgia,11/3/23,Joe Biden,1002,40.9
U. Georgia SPIA,2.2,-0.2,Georgia,11/3/23,Nikki Haley,1002,43.4
Siena/NYT,3,-1.5,Arizona,11/3/23,Joe Biden,603,44
Siena/NYT,3,-1.5,Arizona,11/3/23,Donald Trump,603,49
Siena/NYT,3,-1.5,Arizona,11/3/23,Joe Biden,603,44
Siena/NYT,3,-1.5,Arizona,11/3/23,Donald Trump,603,49
Siena/NYT,3,-1.5,Arizona,11/3/23,Kamala Harris,603,43
Siena/NYT,3,-1.5,Arizona,11/3/23,Donald Trump,603,48
Siena/NYT,3,-1.5,Arizona,11/3/23,Kamala Harris,603,43
Siena/NYT,3,-1.5,Arizona,11/3/23,Donald Trump,603,48
Siena/NYT,3,-1.5,Arizona,11/3/23,Joe Biden,603,41
Siena/NYT,3,-1.5,Arizona,11/3/23,Ron DeSantis,603,46
Siena/NYT,3,-1.5,Arizona,11/3/23,Joe Biden,603,42
Siena/NYT,3,-1.5,Arizona,11/3/23,Ron DeSantis,603,46
Siena/NYT,3,-1.5,Arizona,11/3/23,Joe Biden,603,38
Siena/NYT,3,-1.5,Arizona,11/3/23,Nikki Haley,603,45
Siena/NYT,3,-1.5,Arizona,11/3/23,Joe Biden,603,37
Siena/NYT,3,-1.5,Arizona,11/3/23,Nikki Haley,603,46
Siena/NYT,3,-1.5,Arizona,11/3/23,Joe Biden,603,33
Siena/NYT,3,-1.5,Arizona,11/3/23,Donald Trump,603,33
Siena/NYT,3,-1.5,Arizona,11/3/23,Robert F. Kennedy,603,26
Siena/NYT,3,-1.5,Arizona,11/3/23,Joe Biden,603,34
Siena/NYT,3,-1.5,Arizona,11/3/23,Donald Trump,603,34
Siena/NYT,3,-1.5,Arizona,11/3/23,Robert F. Kennedy,603,24
Siena/NYT,3,-1.5,Georgia,11/3/23,Joe Biden,629,43
Siena/NYT,3,-1.5,Georgia,11/3/23,Donald Trump,629,49
Siena/NYT,3,-1.5,Georgia,11/3/23,Joe Biden,629,44
Siena/NYT,3,-1.5,Georgia,11/3/23,Donald Trump,629,49
Siena/NYT,3,-1.5,Georgia,11/3/23,Kamala Harris,629,44
Siena/NYT,3,-1.5,Georgia,11/3/23,Donald Trump,629,45
Siena/NYT,3,-1.5,Georgia,11/3/23,Kamala Harris,629,44
Siena/NYT,3,-1.5,Georgia,11/3/23,Donald Trump,629,47
Siena/NYT,3,-1.5,Georgia,11/3/23,Joe Biden,629,43
Siena/NYT,3,-1.5,Georgia,11/3/23,Ron DeSantis,629,43
Siena/NYT,3,-1.5,Georgia,11/3/23,Joe Biden,629,44
Siena/NYT,3,-1.5,Georgia,11/3/23,Ron DeSantis,629,45
Siena/NYT,3,-1.5,Georgia,11/3/23,Joe Biden,629,40
Siena/NYT,3,-1.5,Georgia,11/3/23,Nikki Haley,629,43
Siena/NYT,3,-1.5,Georgia,11/3/23,Joe Biden,629,40
Siena/NYT,3,-1.5,Georgia,11/3/23,Nikki Haley,629,45
Siena/NYT,3,-1.5,Georgia,11/3/23,Joe Biden,629,29
Siena/NYT,3,-1.5,Georgia,11/3/23,Donald Trump,629,36
Siena/NYT,3,-1.5,Georgia,11/3/23,Robert F. Kennedy,629,24
Siena/NYT,3,-1.5,Georgia,11/3/23,Joe Biden,629,31
Siena/NYT,3,-1.5,Georgia,11/3/23,Donald Trump,629,38
Siena/NYT,3,-1.5,Georgia,11/3/23,Robert F. Kennedy,629,23
Siena/NYT,3,-1.5,Michigan,11/3/23,Joe Biden,616,43
Siena/NYT,3,-1.5,Michigan,11/3/23,Donald Trump,616,48
Siena/NYT,3,-1.5,Michigan,11/3/23,Joe Biden,616,46
Siena/NYT,3,-1.5,Michigan,11/3/23,Donald Trump,616,46
Siena/NYT,3,-1.5,Michigan,11/3/23,Kamala Harris,616,45
Siena/NYT,3,-1.5,Michigan,11/3/23,Donald Trump,616,47
Siena/NYT,3,-1.5,Michigan,11/3/23,Kamala Harris,616,48
Siena/NYT,3,-1.5,Michigan,11/3/23,Donald Trump,616,46
Siena/NYT,3,-1.5,Michigan,11/3/23,Joe Biden,616,42
Siena/NYT,3,-1.5,Michigan,11/3/23,Ron DeSantis,616,42
Siena/NYT,3,-1.5,Michigan,11/3/23,Joe Biden,616,44
Siena/NYT,3,-1.5,Michigan,11/3/23,Ron DeSantis,616,43
Siena/NYT,3,-1.5,Michigan,11/3/23,Joe Biden,616,35
Siena/NYT,3,-1.5,Michigan,11/3/23,Nikki Haley,616,45
Siena/NYT,3,-1.5,Michigan,11/3/23,Joe Biden,616,36
Siena/NYT,3,-1.5,Michigan,11/3/23,Nikki Haley,616,46
Siena/NYT,3,-1.5,Michigan,11/3/23,Joe Biden,616,31
Siena/NYT,3,-1.5,Michigan,11/3/23,Donald Trump,616,34
Siena/NYT,3,-1.5,Michigan,11/3/23,Robert F. Kennedy,616,26
Siena/NYT,3,-1.5,Michigan,11/3/23,Joe Biden,616,34
Siena/NYT,3,-1.5,Michigan,11/3/23,Donald Trump,616,34
Siena/NYT,3,-1.5,Michigan,11/3/23,Robert F. Kennedy,616,25
Siena/NYT,3,-1.5,Nevada,11/3/23,Joe Biden,611,41
Siena/NYT,3,-1.5,Nevada,11/3/23,Donald Trump,611,52
Siena/NYT,3,-1.5,Nevada,11/3/23,Joe Biden,611,41
Siena/NYT,3,-1.5,Nevada,11/3/23,Donald Trump,611,52
Siena/NYT,3,-1.5,Nevada,11/3/23,Kamala Harris,611,42
Siena/NYT,3,-1.5,Nevada,11/3/23,Donald Trump,611,48
Siena/NYT,3,-1.5,Nevada,11/3/23,Kamala Harris,611,42
Siena/NYT,3,-1.5,Nevada,11/3/23,Donald Trump,611,50
Siena/NYT,3,-1.5,Nevada,11/3/23,Joe Biden,611,42
Siena/NYT,3,-1.5,Nevada,11/3/23,Ron DeSantis,611,43
Siena/NYT,3,-1.5,Nevada,11/3/23,Joe Biden,611,41
Siena/NYT,3,-1.5,Nevada,11/3/23,Ron DeSantis,611,45
Siena/NYT,3,-1.5,Nevada,11/3/23,Joe Biden,611,38
Siena/NYT,3,-1.5,Nevada,11/3/23,Nikki Haley,611,44
Siena/NYT,3,-1.5,Nevada,11/3/23,Joe Biden,611,37
Siena/NYT,3,-1.5,Nevada,11/3/23,Nikki Haley,611,46
Siena/NYT,3,-1.5,Nevada,11/3/23,Joe Biden,611,31
Siena/NYT,3,-1.5,Nevada,11/3/23,Donald Trump,611,38
Siena/NYT,3,-1.5,Nevada,11/3/23,Robert F. Kennedy,611,23
Siena/NYT,3,-1.5,Nevada,11/3/23,Joe Biden,611,34
Siena/NYT,3,-1.5,Nevada,11/3/23,Donald Trump,611,40
Siena/NYT,3,-1.5,Nevada,11/3/23,Robert F. Kennedy,611,19
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Joe Biden,600,44
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Donald Trump,600,48
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Joe Biden,600,44
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Donald Trump,600,49
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Kamala Harris,600,44
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Donald Trump,600,47
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Kamala Harris,600,44
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Donald Trump,600,48
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Joe Biden,600,43
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Ron DeSantis,600,45
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Joe Biden,600,43
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Ron DeSantis,600,47
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Joe Biden,600,38
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Nikki Haley,600,48
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Joe Biden,600,39
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Nikki Haley,600,49
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Joe Biden,600,35
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Donald Trump,600,35
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Robert F. Kennedy,600,23
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Joe Biden,600,36
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Donald Trump,600,36
Siena/NYT,3,-1.5,Pennsylvania,11/3/23,Robert F. Kennedy,600,21
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Joe Biden,603,47
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Donald Trump,603,45
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Joe Biden,603,47
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Donald Trump,603,45
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Kamala Harris,603,46
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Donald Trump,603,47
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Kamala Harris,603,46
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Donald Trump,603,48
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Joe Biden,603,44
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Ron DeSantis,603,48
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Joe Biden,603,44
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Ron DeSantis,603,48
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Joe Biden,603,39
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Nikki Haley,603,52
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Joe Biden,603,39
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Nikki Haley,603,53
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Joe Biden,603,37
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Donald Trump,603,35
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Robert F. Kennedy,603,22
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Joe Biden,603,37
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Donald Trump,603,35
Siena/NYT,3,-1.5,Wisconsin,11/3/23,Robert F. Kennedy,603,21
Data for Progress,2.6,-1.2,Ohio,11/2/23,Joe Biden,597,43
Data for Progress,2.6,-1.2,Ohio,11/2/23,Donald Trump,597,51
Marquette Law School,3,-1.1,Wisconsin,11/2/23,Joe Biden,908,50
Marquette Law School,3,-1.1,Wisconsin,11/2/23,Donald Trump,908,48
Marquette Law School,3,-1.1,Wisconsin,11/2/23,Joe Biden,908,48
Marquette Law School,3,-1.1,Wisconsin,11/2/23,Ron DeSantis,908,50
Marquette Law School,3,-1.1,Wisconsin,11/2/23,Joe Biden,908,44
Marquette Law School,3,-1.1,Wisconsin,11/2/23,Nikki Haley,908,53
Digital Research,1.4,0.2,Other,11/2/23,Joe Biden,614,36
Digital Research,1.4,0.2,Other,11/2/23,Donald Trump,614,35
Digital Research,1.4,0.2,Other,11/2/23,Joe Biden,307,43
Digital Research,1.4,0.2,Other,11/2/23,Donald Trump,307,27
Digital Research,1.4,0.2,Other,11/2/23,Joe Biden,307,28
Digital Research,1.4,0.2,Other,11/2/23,Donald Trump,307,42
Noble Predictive Insights,2.4,-0.4,Arizona,10/31/23,Joe Biden,1010,38
Noble Predictive Insights,2.4,-0.4,Arizona,10/31/23,Donald Trump,1010,46
Noble Predictive Insights,2.4,-0.4,Arizona,10/31/23,Joe Biden,1010,37
Noble Predictive Insights,2.4,-0.4,Arizona,10/31/23,Ron DeSantis,1010,40
UC Berkeley,2.5,-0.2,California,10/30/23,Joe Biden,4506,46
UC Berkeley,2.5,-0.2,California,10/30/23,Donald Trump,4506,31
UC Berkeley,2.5,-0.2,California,10/30/23,Joe Biden,4506,43
UC Berkeley,2.5,-0.2,California,10/30/23,Donald Trump,4506,29
UC Berkeley,2.5,-0.2,California,10/30/23,Robert F. Kennedy,4506,9
UC Berkeley,2.5,-0.2,California,10/30/23,Cornel West,4506,4
Tarrance,1.6,-0.4,Nevada,10/26/23,Joe Biden,600,46
Tarrance,1.6,-0.4,Nevada,10/26/23,Donald Trump,600,46
Franklin and Marshall College,2.4,-0.1,Pennsylvania,10/22/23,Joe Biden,873,44
Franklin and Marshall College,2.4,-0.1,Pennsylvania,10/22/23,Donald Trump,873,42
UMass Amherst/YouGov,2.4,-0.4,Massachusetts,10/20/23,Joe Biden,700,43
UMass Amherst/YouGov,2.4,-0.4,Massachusetts,10/20/23,Donald Trump,700,21
UMass Amherst/YouGov,2.4,-0.4,Massachusetts,10/20/23,Robert F. Kennedy,700,17
Ohio Northern University Institute for Civics and Public Policy,1.5,0.2,Ohio,10/19/23,Joe Biden,668,40
Ohio Northern University Institute for Civics and Public Policy,1.5,0.2,Ohio,10/19/23,Donald Trump,668,45
Ohio Northern University Institute for Civics and Public Policy,1.5,0.2,Ohio,10/19/23,Joe Biden,668,41
Ohio Northern University Institute for Civics and Public Policy,1.5,0.2,Ohio,10/19/23,Ron DeSantis,668,38
Ohio Northern University Institute for Civics and Public Policy,1.5,0.2,Ohio,10/19/23,Joe Biden,668,38
Ohio Northern University Institute for Civics and Public Policy,1.5,0.2,Ohio,10/19/23,Mike Pence,668,38
Ohio Northern University Institute for Civics and Public Policy,1.5,0.2,Ohio,10/19/23,Joe Biden,668,36
Ohio Northern University Institute for Civics and Public Policy,1.5,0.2,Ohio,10/19/23,Nikki Haley,668,34
Ohio Northern University Institute for Civics and Public Policy,1.5,0.2,Ohio,10/19/23,Joe Biden,668,35
Ohio Northern University Institute for Civics and Public Policy,1.5,0.2,Ohio,10/19/23,Donald Trump,668,42
Ohio Northern University Institute for Civics and Public Policy,1.5,0.2,Ohio,10/19/23,Robert F. Kennedy,668,11
Siena,2.7,-0.8,New York,10/19/23,Joe Biden,1225,46
Siena,2.7,-0.8,New York,10/19/23,Donald Trump,1225,37
Siena,2.7,-0.8,New York,10/19/23,Joe Biden,1225,38
Siena,2.7,-0.8,New York,10/19/23,Donald Trump,1225,31
Siena,2.7,-0.8,New York,10/19/23,Robert F. Kennedy,1225,13
Siena,2.7,-0.8,New York,10/19/23,Cornel West,1225,5
PPIC,2.5,-0.4,California,10/19/23,Joe Biden,1395,60
PPIC,2.5,-0.4,California,10/19/23,Donald Trump,1395,29
Alaska Survey Research,1.9,-0.1,Other,10/18/23,Joe Biden,1375,37
Alaska Survey Research,1.9,-0.1,Other,10/18/23,Donald Trump,1375,45
Alaska Survey Research,1.9,-0.1,Other,10/18/23,Joe Biden,1375,29
Alaska Survey Research,1.9,-0.1,Other,10/18/23,Donald Trump,1375,37
Alaska Survey Research,1.9,-0.1,Other,10/18/23,Robert F. Kennedy,1375,17
YouGov,3,-1.1,Texas,10/17/23,Joe Biden,1200,37
YouGov,3,-1.1,Texas,10/17/23,Donald Trump,1200,45
YouGov,3,-1.1,Texas,10/17/23,Joe Biden,1200,38
YouGov,3,-1.1,Texas,10/17/23,Ron DeSantis,1200,39
YouGov,3,-1.1,Texas,10/17/23,Joe Biden,1200,36
YouGov,3,-1.1,Texas,10/17/23,Vivek G. Ramaswamy,1200,33
YouGov,3,-1.1,Texas,10/17/23,Joe Biden,1200,34
YouGov,3,-1.1,Texas,10/17/23,Nikki Haley,1200,32
YouGov,3,-1.1,Texas,10/17/23,Joe Biden,1200,34
YouGov,3,-1.1,Texas,10/17/23,Tim Scott,1200,33
YouGov,3,-1.1,Texas,10/17/23,Joe Biden,1200,36
YouGov,3,-1.1,Texas,10/17/23,Mike Pence,1200,29
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Joe Biden,1075,29
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Donald Trump,1075,59
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Joe Biden,835,30
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Donald Trump,835,61
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Joe Biden,1164,18
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Donald Trump,1164,46
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Robert F. Kennedy,1164,22
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Joe Biden,872,23
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Donald Trump,872,48
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Robert F. Kennedy,872,19
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Joe Biden,1118,21
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Donald Trump,1118,52
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,"Joe Manchin, III",1118,5
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Joe Biden,844,23
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,Donald Trump,844,53
Targoz Market Research,1.8,0.1,Tennessee,10/16/23,"Joe Manchin, III",844,6
Remington,2.6,-0.6,Other,10/12/23,Joe Biden,806,39
Remington,2.6,-0.6,Other,10/12/23,Donald Trump,806,52
Remington,2.6,-0.6,Other,10/12/23,Joe Biden,806,34
Remington,2.6,-0.6,Other,10/12/23,Donald Trump,806,49
Remington,2.6,-0.6,Other,10/12/23,Robert F. Kennedy,806,9
Zogby,1.2,0.7,Georgia,10/12/23,Joe Biden,628,49
Zogby,1.2,0.7,Georgia,10/12/23,Donald Trump,628,51
Zogby,1.2,0.7,Georgia,10/12/23,Joe Biden,628,35.9
Zogby,1.2,0.7,Georgia,10/12/23,Donald Trump,628,44.5
Zogby,1.2,0.7,Georgia,10/12/23,Cornel West,628,4.9
Zogby,1.2,0.7,Georgia,10/12/23,Robert F. Kennedy,628,14.6
Morning Consult,1.9,-0.3,Arizona,10/10/23,Joe Biden,804,43
Morning Consult,1.9,-0.3,Arizona,10/10/23,Donald Trump,804,47
Morning Consult,1.9,-0.3,Georgia,10/10/23,Joe Biden,801,43
Morning Consult,1.9,-0.3,Georgia,10/10/23,Donald Trump,801,48
Morning Consult,1.9,-0.3,Michigan,10/10/23,Joe Biden,706,44
Morning Consult,1.9,-0.3,Michigan,10/10/23,Donald Trump,706,44
Morning Consult,1.9,-0.3,Nevada,10/10/23,Joe Biden,503,46
Morning Consult,1.9,-0.3,Nevada,10/10/23,Donald Trump,503,43
Morning Consult,1.9,-0.3,North Carolina,10/10/23,Joe Biden,702,43
Morning Consult,1.9,-0.3,North Carolina,10/10/23,Donald Trump,702,47
Morning Consult,1.9,-0.3,Pennsylvania,10/10/23,Joe Biden,807,45
Morning Consult,1.9,-0.3,Pennsylvania,10/10/23,Donald Trump,807,46
Morning Consult,1.9,-0.3,Wisconsin,10/10/23,Joe Biden,700,44
Morning Consult,1.9,-0.3,Wisconsin,10/10/23,Donald Trump,700,46
Redfield & Wilton Strategies,1.8,0.4,Michigan,10/9/23,Joe Biden,820,41
Redfield & Wilton Strategies,1.8,0.4,Michigan,10/9/23,Donald Trump,820,41
Redfield & Wilton Strategies,1.8,0.4,Michigan,10/9/23,Joe Biden,820,38
Redfield & Wilton Strategies,1.8,0.4,Michigan,10/9/23,Donald Trump,820,40
Redfield & Wilton Strategies,1.8,0.4,Michigan,10/9/23,Robert F. Kennedy,820,7
Redfield & Wilton Strategies,1.8,0.4,Arizona,10/8/23,Joe Biden,627,39
Redfield & Wilton Strategies,1.8,0.4,Arizona,10/8/23,Donald Trump,627,44
Redfield & Wilton Strategies,1.8,0.4,Arizona,10/8/23,Joe Biden,627,37
Redfield & Wilton Strategies,1.8,0.4,Arizona,10/8/23,Donald Trump,627,42
Redfield & Wilton Strategies,1.8,0.4,Arizona,10/8/23,Robert F. Kennedy,627,8
Redfield & Wilton Strategies,1.8,0.4,Florida,10/8/23,Joe Biden,1100,39
Redfield & Wilton Strategies,1.8,0.4,Florida,10/8/23,Donald Trump,1100,44
Redfield & Wilton Strategies,1.8,0.4,Florida,10/8/23,Joe Biden,1100,37
Redfield & Wilton Strategies,1.8,0.4,Florida,10/8/23,Donald Trump,1100,44
Redfield & Wilton Strategies,1.8,0.4,Florida,10/8/23,Robert F. Kennedy,1100,8
Redfield & Wilton Strategies,1.8,0.4,Georgia,10/8/23,Joe Biden,761,40
Redfield & Wilton Strategies,1.8,0.4,Georgia,10/8/23,Donald Trump,761,43
Redfield & Wilton Strategies,1.8,0.4,Georgia,10/8/23,Joe Biden,761,38
Redfield & Wilton Strategies,1.8,0.4,Georgia,10/8/23,Donald Trump,761,41
